,wave.time,wave.allitemcount,wave.totalelements,wave.error.count,wave.contrast.count,wave.alert.count,wave.feature.count,wave.structure.count,wave.aria.count,ipeds.schoolname,ipeds.city,ipeds.state,ipeds.degrees_awarded.predominant,ipeds.degrees_awarded.highest,ipeds.ownership,ipeds.admission_rate.overall,ipeds.online_only,ipeds.tuition.in_state,ipeds.tuition.out_of_state,ipeds.ft_faculty_rate,ipeds.institutional_characteristics.level,ipeds.endowment.begin,ipeds.size,calc.avg_net_price,calc.attendance_cost,calc.above_average_errors
1231,3.62,353,1250,8,80,83,77,45,60,Focus Personal Training Institute,New York,NY,Predominantly certificate-degree granting,Certificate degree,Private for-profit,,Not online only,,,,Less-than-2-year,,79.0,22047.0,24488.0,False
1232,2.82,168,733,3,53,32,6,25,49,Fosbre Academy of Hair Design,Olympia,WA,Predominantly certificate-degree granting,Certificate degree,Private for-profit,,Not online only,,,,Less-than-2-year,,98.0,10707.0,13303.0,False
1233,2.92,88,549,13,2,17,6,32,18,National Personal Training Institute,Orlando,FL,Predominantly certificate-degree granting,Certificate degree,Private for-profit,,Not online only,,,,Less-than-2-year,,32.0,12465.0,14703.0,False
1234,2.22,91,551,8,3,10,19,19,32,Mission Beauty Institute,Mission,TX,Predominantly certificate-degree granting,Certificate degree,Private for-profit,,Not online only,,,,Less-than-2-year,,12.0,11020.0,14929.0,False
1235,5.43,116,742,7,24,17,21,15,32,Indiana Wellness College,Indianapolis,IN,Predominantly certificate-degree granting,Certificate degree,Private for-profit,0.7829,Not online only,,,,Less-than-2-year,,138.0,,,False
1236,10.73,287,1399,13,4,28,14,89,139,Burrell College of Osteopathic Medicine,Las Cruces,NM,Entirely graduate-degree granting,Graduate degree,Private for-profit,,Not online only,,,,4-year,,,,,False
1237,3.02,47,314,7,6,15,7,12,0,Christian Culinary Academy,Cannon Beach,OR,Predominantly certificate-degree granting,Non-degree-granting,Private nonprofit,0.75,Not online only,,,,Less-than-2-year,,14.0,,,False
1238,2.82,242,1413,24,4,60,40,62,52,University of the People,Pasadena,CA,Predominantly associate's-degree granting,Graduate degree,Private nonprofit,,Online only,1200.0,1200.0,,4-year,,7372.0,,,False
1239,2.72,137,610,0,3,32,17,27,58,Paul Mitchell the School-Nampa,Nampa,ID,Predominantly certificate-degree granting,Certificate degree,Private for-profit,,Not online only,,,,Less-than-2-year,,148.0,19791.0,24263.0,False
1240,3.32,310,995,5,18,21,42,74,150,Clovis Community College,Fresno,CA,Predominantly associate's-degree granting,Associate degree,Public,,Not online only,1304.0,8264.0,0.3594,2-year,185966.0,7115.0,1643.0,10355.0,False
1241,3.62,139,962,13,7,63,25,22,9,Caribbean Aviation Training Institute Inc,Carolina,PR,Predominantly certificate-degree granting,Certificate degree,Private for-profit,,Not online only,11065.0,11065.0,,Less-than-2-year,,217.0,8566.0,13827.0,False
1242,4.72,46,359,2,0,11,8,17,8,Master's Barber & Styling College,Old Hickory,TN,Predominantly certificate-degree granting,Certificate degree,Private for-profit,,Not online only,,,,Less-than-2-year,,23.0,12504.0,17500.0,False
1243,2.52,81,456,4,14,32,15,16,0,Harmony Health Care Institute,Merrimack,NH,Predominantly certificate-degree granting,Certificate degree,Private for-profit,0.6364,Not online only,,,,Less-than-2-year,,25.0,35883.0,39580.0,False
1244,3.32,167,447,8,92,18,14,22,13,American Beauty Schools,Miami,FL,Predominantly certificate-degree granting,Certificate degree,Private for-profit,,Not online only,,,,Less-than-2-year,,37.0,13662.0,16561.0,False
1245,2.52,55,420,1,12,20,11,9,2,Apex Academy Hair Skin Nails School of Cosmetology,Ontario,OH,Predominantly certificate-degree granting,Certificate degree,Private for-profit,,Not online only,,,,Less-than-2-year,,35.0,11750.0,15477.0,False
1246,3.52,174,858,4,21,18,50,48,33,The Esthetic Institute,Vienna,VA,Predominantly certificate-degree granting,Certificate degree,Private for-profit,,Not online only,,,,Less-than-2-year,,126.0,,,False
1247,5.13,536,1303,4,60,40,15,63,354,Digital Media Institute at InterTech,Shreveport,LA,Predominantly certificate-degree granting,Certificate degree,Private nonprofit,0.5,Not online only,,,,2-year,,36.0,27568.0,31502.0,False
1248,2.72,50,271,0,23,6,3,11,7,Yeshiva Ohr Naftoli,New Windsor,NY,Predominantly associate's-degree granting,Bachelor's degree,Private nonprofit,1.0,Not online only,9926.0,9926.0,,4-year,,28.0,12700.0,18425.0,False
1249,2.52,116,582,5,19,19,2,19,52,Bull City Durham Beauty and Barber College,Durham,NC,Predominantly certificate-degree granting,Certificate degree,Private for-profit,,Not online only,,,,Less-than-2-year,,18.0,10623.0,16298.0,False
1250,6.43,260,1493,0,3,13,21,56,167,The Chicago School of Professional Psychology at San Diego,San Diego,CA,Entirely graduate-degree granting,Graduate degree,Private nonprofit,,Not online only,,,,4-year,910462.0,,,,False
1251,5.22,601,1672,1,2,77,48,89,384,ABC Adult School,Cerritos,CA,Predominantly certificate-degree granting,Certificate degree,Public,,Not online only,,,,Less-than-2-year,,195.0,6831.0,9978.0,False
1252,4.92,292,947,4,60,41,7,52,128,Union Bible College,Westfield,IN,Predominantly bachelor's-degree granting,Bachelor's degree,Private nonprofit,0.8261,Not online only,6380.0,6380.0,0.5,4-year,,53.0,4990.0,15380.0,False
1253,5.43,36,241,2,3,2,6,18,5,Institute of Medical Ultrasound,Atlanta,GA,Predominantly certificate-degree granting,Certificate degree,Private for-profit,,Not online only,28100.0,28100.0,,Less-than-2-year,,24.0,46201.0,52296.0,False
1254,5.43,126,689,9,4,21,18,47,27,Neo-Esthetique European Institute,San Juan,PR,Predominantly certificate-degree granting,Certificate degree,Private for-profit,,Not online only,,,,Less-than-2-year,,155.0,10847.0,15417.0,False
1255,3.12,31,207,1,4,2,7,13,4,Yeshiva Gedolah of Cliffwood,Keyport,NJ,Predominantly bachelor's-degree granting,Bachelor's degree,Private nonprofit,0.8182,Not online only,7850.0,7850.0,,4-year,,110.0,8422.0,14850.0,False
1256,6.63,156,725,44,9,11,9,61,22,Urban Barber College,Concord,CA,Predominantly certificate-degree granting,Certificate degree,Private for-profit,,Not online only,,,,Less-than-2-year,,146.0,16613.0,20375.0,False
1257,6.63,156,725,44,9,11,9,61,22,Urban Barber College - San Jose,San Jose,CA,Not classified,Non-degree-granting,Private for-profit,,,,,,Less-than-2-year,,,,,False
1258,2.02,34,122,1,8,2,6,16,1,Seminary Bnos Chaim,Lakewood,NJ,Predominantly certificate-degree granting,Associate degree,Private nonprofit,0.7,Not online only,11900.0,11900.0,,2-year,,218.0,14248.0,20017.0,False
1259,5.73,117,663,1,0,18,14,36,48,Avenue Academy A Cosmetology Institute,Albuquerque,NM,Predominantly certificate-degree granting,Certificate degree,Private for-profit,,Not online only,,,,Less-than-2-year,,78.0,19428.0,21495.0,False
1260,15.84,150,852,22,31,24,20,42,11,DSDT,Detroit,MI,Predominantly certificate-degree granting,Certificate degree,Private for-profit,,Not online only,,,,Less-than-2-year,,124.0,27148.0,29295.0,False
1261,6.24,366,767,0,0,7,52,74,233,Escondido Adult School,Escondido,CA,Predominantly certificate-degree granting,Certificate degree,Public,,Not online only,,,,Less-than-2-year,,90.0,,,False
1262,2.22,127,219,5,14,14,13,14,67,Vista Adult School,Vista,CA,Predominantly certificate-degree granting,Certificate degree,Public,,Not online only,,,,Less-than-2-year,,264.0,,,False
1263,5.33,700,2015,5,45,23,59,63,505,Global Medical & Technical Training Institute,Miami,FL,Predominantly certificate-degree granting,Certificate degree,Private for-profit,,Not online only,,,,Less-than-2-year,,102.0,23309.0,29200.0,False
1264,2.92,199,703,5,8,6,28,63,89,Indiana Institute of Technology-College of Professional Studies,Fort Wayne,IN,Predominantly bachelor's-degree granting,Bachelor's degree,Private nonprofit,,Not online only,10224.0,10224.0,,4-year,91322834.0,3646.0,17943.0,22827.0,False
1265,4.93,377,1322,1,52,26,80,74,144,Institute of Culinary Education,Pasadena,CA,Predominantly certificate-degree granting,Certificate degree,Private for-profit,,Not online only,,,,Less-than-2-year,,299.0,,,False
1266,6.52,302,847,3,1,15,79,31,173,Toni & Guy Hairdressing Academy-Rio Rancho,Rio Rancho,NM,Predominantly certificate-degree granting,Certificate degree,Private for-profit,,Not online only,,,,Less-than-2-year,,21.0,21828.0,27540.0,False
1267,3.92,78,626,2,21,10,9,24,12,Young Americans College of the Performing Arts,Corona,CA,Predominantly associate's-degree granting,Associate degree,Private nonprofit,0.5,Not online only,14030.0,14030.0,,2-year,75301.0,27.0,31817.0,36614.0,False
1268,1.92,66,206,0,0,3,22,6,35,Yeshivat Hechal Shemuel,Brooklyn,NY,Predominantly associate's-degree granting,Bachelor's degree,Private nonprofit,1.0,Not online only,12380.0,12380.0,,4-year,,70.0,,,False
1269,2.93,26,168,1,4,13,0,8,0,Health-Tech Institute of Memphis,Memphis,TN,Predominantly certificate-degree granting,Certificate degree,Private for-profit,,Not online only,,,,Less-than-2-year,,15.0,18695.0,26964.0,False
1270,4.22,127,528,2,11,18,6,31,59,Vski Cosmetology School,Charleston,SC,Predominantly certificate-degree granting,Certificate degree,Private nonprofit,,Not online only,,,,Less-than-2-year,,27.0,8188.0,14383.0,False
1271,2.82,74,365,15,0,19,35,5,0,Deluxe Barber College,San Antonio,TX,Predominantly certificate-degree granting,Certificate degree,Private for-profit,,Not online only,,,,Less-than-2-year,,72.0,14275.0,17150.0,False
1272,2.72,45,350,5,2,3,1,21,13,Derech Hachaim Seminary,Monroe,NY,Predominantly certificate-degree granting,Certificate degree,Private nonprofit,0.894,Not online only,11000.0,11000.0,,2-year,,244.0,10690.0,16800.0,False
1273,7.73,177,983,8,3,14,12,31,109,Christ Mission College,San Antonio,TX,Predominantly bachelor's-degree granting,Bachelor's degree,Private nonprofit,,Not online only,7465.0,7465.0,,4-year,40000.0,42.0,8531.0,13812.0,False
1274,6.13,51,396,0,9,14,5,13,10,Tonsorial Arts Barber College,Texarkana,TX,Predominantly certificate-degree granting,Certificate degree,Private for-profit,,Not online only,,,,Less-than-2-year,,47.0,27702.0,33545.0,False
1275,3.32,220,925,26,95,24,21,53,1,Stautzenberger College-Rockford Career College,Rockford,IL,Predominantly certificate-degree granting,Associate degree,Private for-profit,,Not online only,16699.0,16699.0,0.7778,2-year,,578.0,19758.0,25078.0,False
1276,2.11,161,366,4,0,8,3,26,120,Meryma'at Barber College,Cleveland,OH,Predominantly certificate-degree granting,Certificate degree,Private for-profit,,Not online only,,,,2-year,,50.0,13621.0,19094.0,False
1277,2.32,9,30,1,3,0,0,5,0,Altura College,Pullman,WA,Predominantly certificate-degree granting,Certificate degree,Private for-profit,,Not online only,,,,Less-than-2-year,,3.0,,,False
1278,6.83,106,389,2,35,14,7,8,40,Hollywood Cultural College,Los Angeles,CA,Predominantly certificate-degree granting,Certificate degree,Private for-profit,,Not online only,,,,Less-than-2-year,,18.0,11146.0,15000.0,False
1279,3.82,164,1193,0,7,16,11,73,57,California Indian Nations College,Palm Desert,CA,Predominantly associate's-degree granting,Associate degree,Private nonprofit,,Not online only,7743.0,7743.0,,2-year,,40.0,,,False
1280,8.64,208,757,27,13,48,15,53,52,Indian Bible College,Flagstaff,AZ,Predominantly associate's-degree granting,Associate degree,Private nonprofit,,Not online only,7080.0,7080.0,,4-year,,26.0,,,False
1281,2.62,79,454,0,3,18,13,27,18,Paul Mitchell the School-Fort Lauderdale,Plantation,FL,Predominantly certificate-degree granting,Non-degree-granting,Private for-profit,,Not online only,,,,Less-than-2-year,,53.0,27668.0,32330.0,False
1282,4.52,85,395,9,19,13,16,24,4,California University of Science and Medicine,Colton,CA,Entirely graduate-degree granting,Graduate degree,Private nonprofit,,Not online only,,,0.7241,4-year,,,,,False
1283,8.44,256,855,18,13,28,29,54,114,Mason Anthony School of Cosmetology Arts & Sciences,Hilliard,OH,Predominantly certificate-degree granting,Non-degree-granting,Private for-profit,,Not online only,,,,2-year,,126.0,,,False
1284,2.82,274,1123,1,23,54,19,47,130,Provo College-Idaho Falls Campus,Idaho Falls,ID,Predominantly bachelor's-degree granting,Non-degree-granting,Private for-profit,,Not online only,15219.0,15219.0,,4-year,,16.0,,,False
1285,3.62,159,388,1,19,20,20,35,64,Troy University-Dothan Campus,Dothan,AL,Not classified,Non-degree-granting,Public,,,8908.0,16708.0,,4-year,,,,,False
1286,6.33,130,573,0,30,16,19,27,38,Harding School of Theology,Memphis,TN,Not classified,Non-degree-granting,Private nonprofit,,,,,,4-year,,,,,False
1287,2.72,22,149,5,1,2,4,9,1,IDEA at ATEP,Tustin,CA,Not classified,Non-degree-granting,Public,,,1144.0,8346.0,,2-year,,,,,False
1288,3.12,85,525,0,1,5,12,44,23,San Diego State University-Imperial Valley Campus,Calexico,CA,Not classified,Non-degree-granting,Public,,,5976.0,17856.0,,4-year,,,,,False
1289,7.42,488,1413,0,27,69,29,100,263,Victor Valley Community College - Aviation Technology,Victorville,CA,Not classified,Non-degree-granting,Public,,,1424.0,9374.0,,2-year,,,,,False
1290,2.52,174,805,9,1,6,38,45,75,Ivy Tech Community College-Columbus,Columbus,IN,Not classified,Non-degree-granting,Public,,,4637.0,8927.0,,2-year,,,,,False
1291,2.32,174,805,9,1,6,38,45,75,Ivy Tech Community College-South Central,Sellersburg,IN,Not classified,Non-degree-granting,Public,,,4637.0,8927.0,,2-year,,,,,False
1292,4.82,354,1488,18,4,22,91,64,155,Ivy Tech Community College-Richmond,Richmond,IN,Not classified,Non-degree-granting,Public,,,4637.0,8927.0,,2-year,,,,,False
1293,4.22,414,1616,12,42,25,86,98,151,Ivy Tech Community College-Southeast,Madison,IN,Not classified,Non-degree-granting,Public,,,4637.0,8927.0,,2-year,,,,,False
1294,3.42,115,585,11,7,14,18,40,25,Calvin University - Handlon Campus,Ionia,MI,Not classified,Non-degree-granting,Private nonprofit,,,,,,4-year,,,,,False
1295,4.93,300,1300,6,11,24,30,86,143,Columbia College - NAS Jacksonville,Jacksonville,FL,Not classified,Non-degree-granting,Private nonprofit,,,8112.0,8112.0,,4-year,,,,,False
1296,4.43,304,1309,6,11,25,31,87,144,Columbia College - Crystal Lake Campus,Crystal Lake,IL,Not classified,Non-degree-granting,Private nonprofit,,,8112.0,8112.0,,4-year,,,,,False
1297,4.73,307,1318,6,11,27,31,86,146,Columbia College - Kansas City,Kansas City,MO,Not classified,Non-degree-granting,Private nonprofit,,,8112.0,8112.0,,4-year,,,,,False
1298,4.23,301,1307,6,11,24,30,87,143,Columbia College - Fort Leonard Wood,Fort Leonard Wood,MO,Not classified,Non-degree-granting,Private nonprofit,,,8112.0,8112.0,,4-year,,,,,False
1299,4.23,301,1307,6,11,24,30,87,143,Columbia College - Fort Leonard Wood 58th Trans BN,Fort Leonard Wood,MO,Not classified,Non-degree-granting,Private nonprofit,,,8112.0,8112.0,,2-year,,,,,False
1300,4.73,299,1300,6,11,25,31,86,140,Columbia College - Jefferson City,Jefferson City,MO,Not classified,Non-degree-granting,Private nonprofit,,,8112.0,8112.0,,4-year,,,,,False
1301,4.43,301,1318,6,11,24,31,86,143,Columbia College - Lake Ozark,Osage Beach,MO,Not classified,Non-degree-granting,Private nonprofit,,,8112.0,8112.0,,4-year,,,,,False
1302,4.02,300,1301,6,11,24,30,86,143,Columbia College - Salt Lake,Murray,UT,Not classified,Non-degree-granting,Private nonprofit,,,8112.0,8112.0,,4-year,,,,,False
1303,5.33,302,1302,6,11,25,30,86,144,Columbia College - Fort Stewart,Ft. Stewart,GA,Not classified,Non-degree-granting,Private nonprofit,,,8112.0,8112.0,,4-year,,,,,False
1304,4.53,308,1318,6,13,27,30,87,145,Columbia College - Fort Sill,Fort Sill,OK,Not classified,Non-degree-granting,Private nonprofit,,,8112.0,8112.0,,4-year,,,,,False
1305,4.22,725,1992,6,15,246,29,108,321,Columbia College - Imperial,Imperial,CA,Not classified,Non-degree-granting,Private nonprofit,,,8112.0,8112.0,,4-year,,,,,False
1306,5.52,528,1274,3,8,154,52,82,229,South College-Atlanta,Atlanta,GA,Not classified,Non-degree-granting,Private for-profit,,,16975.0,16975.0,,4-year,,,,,False
1307,12.84,885,2360,5,14,45,84,79,658,Strayer University-Fredericksburg Campus,Fredericksburg,VA,Not classified,Non-degree-granting,Private for-profit,,,13515.0,13515.0,,4-year,,,,,False
1308,9.13,887,2363,5,14,45,84,79,660,Strayer University-Virginia Beach Campus,Virginia Beach,VA,Not classified,Non-degree-granting,Private for-profit,,,13515.0,13515.0,,4-year,,,,,False
1309,15.04,260,1227,8,24,9,56,73,90,ECPI University-Culinary Institute of Virginia,Norfolk,VA,Not classified,Non-degree-granting,Private for-profit,,,16639.0,16639.0,,4-year,,,,,False
1310,8.02,884,2334,3,14,46,82,79,660,Strayer University-White Marsh Campus,Baltimore,MD,Not classified,Non-degree-granting,Private for-profit,,,13515.0,13515.0,,4-year,,,,,False
1311,5.63,135,627,2,19,4,3,32,75,Aviator College of Aeronautical Science & Technology -  Kissimmee,Kissimmee,FL,Not classified,Non-degree-granting,Private for-profit,,,15250.0,15250.0,,Less-than-2-year,,,,,False
1312,8.83,893,2379,5,14,45,88,76,665,Strayer University - Montgomery Campus,Montgomery,AL,Not classified,Non-degree-granting,Private for-profit,,,13515.0,13515.0,,4-year,,,,,False
1313,12.24,901,2400,5,14,45,91,79,667,Strayer University-Greensboro Campus,Greensboro,NC,Not classified,Non-degree-granting,Private for-profit,,,13515.0,13515.0,,4-year,,,,,False
1314,8.33,1181,2787,5,1,39,190,123,823,Strayer University-Willingboro Campus,Willingboro,NJ,Not classified,Non-degree-granting,Private for-profit,,,13515.0,13515.0,,4-year,,,,,False
1315,9.04,891,2366,5,14,45,87,79,661,Strayer University-Augusta Campus,Augusta,GA,Not classified,Non-degree-granting,Private for-profit,,,13515.0,13515.0,,4-year,,,,,False
1316,5.02,885,2356,5,14,45,84,79,658,Strayer University-Columbia Campus,Columbia,SC,Not classified,Non-degree-granting,Private for-profit,,,13515.0,13515.0,,4-year,,,,,False
1317,11.94,885,2352,5,14,45,83,78,660,Strayer University-San Antonio,San Antonio,TX,Not classified,Non-degree-granting,Private for-profit,,,13515.0,13515.0,,4-year,,,,,False
