,INSTNM,CITY,STABBR,INSTURL,PREDDEG,HIGHDEG,CONTROL,ADM_RATE,DISTANCEONLY,COSTT4_A,COSTT4_P,TUITIONFEE_IN,TUITIONFEE_OUT,PFTFAC,ICLEVEL,ENDOWBEGIN,UGDS,NPT4_PUB,NPT4_PRIV
1111,Iowa School of Beauty-Ottumwa,Ottumwa,IA,iowaschoolofbeauty.com,1,1,3,,0.0,,15837.0,,,,2,,10.0,,9862.0
1112,Palmer College of Chiropractic,Davenport,IA,palmer.edu,3,4,2,,0.0,,,,,0.8049,1,60664052.0,39.0,,
1113,PCI Academy-Ames,Ames,IA,pci-academy.com,1,1,3,,0.0,,20041.0,,,,2,,133.0,,20041.0
1114,Saint Ambrose University,Davenport,IA,sau.edu,3,4,2,0.7241,0.0,47560.0,,33570.0,33570.0,1.0,1,169737263.0,2220.0,,24786.0
1115,St Luke's College,Sioux City,IA,stlukescollege.edu,2,3,2,1.0,0.0,30152.0,,20940.0,20940.0,0.5667,1,1208010.0,202.0,,21599.0
1116,La James International College-Davenport,Davenport,IA,ljic.edu,1,1,3,,0.0,,21134.0,,,,2,,74.0,,17688.0
1117,Simpson College,Indianola,IA,simpson.edu,3,4,2,0.9083,0.0,55610.0,,44030.0,44030.0,0.4477,1,83186018.0,1167.0,,20680.0
1118,Southeastern Community College,West Burlington,IA,scciowa.edu,2,2,1,,0.0,12798.0,,6090.0,6240.0,1.0,2,7012085.0,1497.0,7057.0,
1119,Southwestern Community College,Creston,IA,swcciowa.edu,2,2,1,,0.0,16706.0,,6560.0,6784.0,0.4043,2,2043874.0,749.0,10667.0,
1120,Capri College-Davenport,Davenport,IA,capricollege.edu,1,1,3,,0.0,,12644.0,,,,2,,140.0,,7677.0
1121,Iowa School of Beauty-Sioux City,Sioux City,IA,iowaschoolofbeauty.com,1,1,3,,0.0,,18477.0,,,,2,,14.0,,11839.0
1122,E Q School of Hair Design,Council Bluffs,IA,sohohairacademy.com,1,1,3,,0.0,,13696.0,,,,2,,41.0,,8375.0
1123,Upper Iowa University,Fayette,IA,uiu.edu,3,4,2,0.6492,0.0,46992.0,,33609.0,33609.0,1.0,1,18160596.0,2323.0,,24064.0
1124,Waldorf University,Forest City,IA,waldorf.edu,3,4,3,0.7229,0.0,35545.0,,23666.0,23666.0,0.3267,1,,2034.0,,21604.0
1125,Wartburg College,Waverly,IA,wartburg.edu,3,3,2,0.8275,0.0,57479.0,,47500.0,47500.0,1.0,1,77528456.0,1505.0,,22177.0
1126,Wartburg Theological Seminary,Dubuque,IA,wartburgseminary.edu,4,4,2,,0.0,,,,,1.0,1,29596833.0,,,
1127,The Salon Professional Academy-Cedar Falls,Cedar Falls,IA,tspacedarfalls.com,1,1,3,,0.0,,14344.0,,,,2,,96.0,,9402.0
1128,Western Iowa Tech Community College,Sioux City,IA,witcc.edu,1,2,1,,0.0,13836.0,,4802.0,4826.0,0.2124,2,3031015.0,2657.0,8236.0,
1129,William Penn University,Oskaloosa,IA,wmpenn.edu,3,4,2,0.5768,0.0,38839.0,,27200.0,27200.0,1.0,1,6998807.0,1263.0,,21066.0
1130,Allen County Community College,Iola,KS,allencc.edu,2,2,1,,0.0,13215.0,,3080.0,3080.0,0.2397,2,6786317.0,1224.0,8035.0,
1131,Baker University,Baldwin City,KS,bakeru.edu,3,4,2,0.9906,0.0,45984.0,,31700.0,31700.0,0.2136,1,44319902.0,1206.0,,24493.0
1132,Barton County Community College,Great Bend,KS,bartonccc.edu,2,2,1,,0.0,16250.0,,3552.0,4544.0,0.9483,2,9480726.0,2157.0,9833.0,
1133,Benedictine College,Atchison,KS,benedictine.edu,3,4,2,0.985,0.0,47613.0,,32630.0,32630.0,0.584,1,35472486.0,2073.0,,26321.0
1134,Bethany College,Lindsborg,KS,bethanylb.edu,3,3,2,0.7187,0.0,49035.0,,31215.0,31215.0,1.0,1,7797752.0,690.0,,26108.0
1135,Bethel College-North Newton,North Newton,KS,bethelks.edu,3,3,2,0.706,0.0,45322.0,,31164.0,31164.0,0.5645,1,18765280.0,478.0,,24711.0
1136,Butler Community College,El Dorado,KS,butlercc.edu,2,2,1,,0.0,17756.0,,3561.0,5976.0,1.0,2,10851034.0,6129.0,13268.0,
1137,Central Christian College of Kansas,McPherson,KS,centralchristian.edu,3,3,2,,0.0,31705.0,,20225.0,20225.0,0.2,1,4885397.0,497.0,,15466.0
1138,Cloud County Community College,Concordia,KS,cloud.edu,2,2,1,,0.0,14617.0,,3180.0,3570.0,0.4068,2,10261924.0,781.0,10442.0,
1139,Coffeyville Community College,Coffeyville,KS,coffeyville.edu,2,2,1,,0.0,11408.0,,3040.0,4608.0,0.7213,2,10129182.0,890.0,4489.0,
1140,Colby Community College,Colby,KS,colbycc.edu,2,2,1,,0.0,15054.0,,3863.0,5553.0,0.9167,2,6837014.0,827.0,9673.0,
1141,Cowley County Community College,Arkansas City,KS,cowley.edu,2,2,1,,0.0,12261.0,,3420.0,5190.0,1.0,2,,1785.0,6794.0,
1142,Dodge City Community College,Dodge City,KS,dc3.edu,1,2,1,,0.0,13842.0,,3330.0,4830.0,1.0,2,2378283.0,1040.0,6138.0,
1143,Donnelly College,Kansas City,KS,donnelly.edu,2,3,2,,0.0,25164.0,,8706.0,8706.0,0.3265,1,6719094.0,343.0,,15585.0
1144,Emporia State University,Emporia,KS,emporia.edu,3,4,1,0.8837,0.0,19733.0,,7001.0,14918.0,0.8943,1,79028761.0,2859.0,15312.0,
1145,Flint Hills Technical College,Emporia,KS,fhtc.edu,1,2,1,,0.0,20123.0,,6520.0,6520.0,0.4861,2,4574078.0,338.0,16477.0,
1146,Fort Hays State University,Hays,KS,fhsu.edu,3,4,1,0.9034,0.0,18688.0,,5430.0,15870.0,0.4994,1,116503863.0,11024.0,13515.0,
1147,Barclay College,Haviland,KS,barclaycollege.edu,3,4,2,0.5415,0.0,35970.0,,23850.0,23850.0,0.5122,1,6780366.0,162.0,,23840.0
1148,Friends University,Wichita,KS,friends.edu,3,4,2,0.5767,0.0,41415.0,,30864.0,30864.0,0.375,1,52204443.0,978.0,,19905.0
1149,Fort Scott Community College,Fort Scott,KS,fortscott.edu,1,2,1,,0.0,11937.0,,3060.0,3510.0,0.4872,2,6325473.0,990.0,4955.0,
1150,Garden City Community College,Garden City,KS,gcccks.edu,1,2,1,,0.0,11142.0,,3420.0,4020.0,1.0,2,6393628.0,1408.0,5401.0,
1151,Haskell Indian Nations University,Lawrence,KS,haskell.edu,3,3,1,0.9355,0.0,14165.0,,480.0,480.0,,1,,700.0,6829.0,
1152,Hays Academy of Hair Design,Hays,KS,haysacademy.edu,1,1,3,,0.0,,17723.0,,,,3,,94.0,,14044.0
1153,Hesston College,Hesston,KS,hesston.edu,2,3,2,,0.0,42623.0,,28440.0,28440.0,0.5283,1,13583013.0,331.0,,22503.0
1154,Highland Community College,Highland,KS,highlandcc.edu,1,2,1,,0.0,11943.0,,3235.0,3570.0,0.9643,2,4972207.0,1511.0,7416.0,
1155,Hutchinson Community College,Hutchinson,KS,hutchcc.edu,2,2,1,,0.0,13788.0,,3240.0,4470.0,1.0,2,9803012.0,3137.0,8347.0,
1156,Independence Community College,Independence,KS,indycc.edu,2,2,1,,0.0,11690.0,,4260.0,4650.0,1.0,2,,518.0,6272.0,
1157,Johnson County Community College,Overland Park,KS,jccc.edu,2,2,1,,0.0,17716.0,,2256.0,5352.0,0.4225,2,25165464.0,10583.0,13249.0,
1158,Concorde Career College-Kansas City,Kansas City,MO,concorde.edu/campus/kansas-city-missouri,1,3,3,0.9415,0.0,,28135.0,,,0.5111,1,,668.0,,23655.0
1159,Kansas City Kansas Community College,Kansas City,KS,kckcc.edu,1,2,1,,0.0,16914.0,,3120.0,6510.0,1.0,2,1916829.0,3357.0,14290.0,
1160,Kansas Christian College,Overland Park,KS,kansaschristian.edu,2,3,2,,0.0,21408.0,,9620.0,9620.0,0.4722,1,245411.0,127.0,,15008.0
1161,University of Kansas,Lawrence,KS,ku.edu,3,4,1,0.925,0.0,25021.0,,11166.0,28034.0,0.8562,1,1830892448.0,18427.0,18709.0,
1162,Newman University,Wichita,KS,newmanu.edu,3,4,2,0.7165,0.0,41922.0,,34460.0,34460.0,0.9195,1,24201928.0,865.0,,18117.0
1163,Old Town Barber College-Wichita,Wichita,KS,otbcollege.com,1,1,3,,0.0,,20068.0,,,,3,,71.0,,14158.0
1164,Kansas State University,Manhattan,KS,k-state.edu,3,4,1,0.9561,0.0,25015.0,,10420.0,26491.0,0.9255,1,628723073.0,15372.0,18902.0,
1165,Kansas Wesleyan University,Salina,KS,kwu.edu,3,4,2,0.6764,0.0,43220.0,,31340.0,31340.0,1.0,1,30759721.0,758.0,,24028.0
1166,Washburn Institute of Technology,Topeka,KS,washburntech.edu,1,1,1,0.4384,0.0,16581.0,,8323.0,8323.0,,3,,1227.0,12458.0,
1167,Labette Community College,Parsons,KS,labette.edu,2,2,1,,0.0,13049.0,,3488.0,4288.0,0.3,2,624281.0,1401.0,7557.0,
1168,Manhattan Area Technical College,Manhattan,KS,manhattantech.edu,1,2,1,,0.0,17064.0,,7650.0,7650.0,1.0,2,,363.0,13631.0,
1169,Manhattan Christian College,Manhattan,KS,mccks.edu,3,3,2,0.4786,0.0,35014.0,,17605.0,17605.0,0.4231,1,3079759.0,153.0,,21141.0
1170,McPherson College,McPherson,KS,mcpherson.edu,3,4,2,0.8462,0.0,44885.0,,32408.0,32408.0,1.0,1,44470837.0,825.0,,24423.0
1171,MidAmerica Nazarene University,Olathe,KS,mnu.edu,3,4,2,0.6465,0.0,49211.0,,33840.0,33840.0,1.0,1,13704363.0,1008.0,,28337.0
1172,Neosho County Community College,Chanute,KS,neosho.edu,1,2,1,,0.0,14744.0,,5032.0,5032.0,0.3819,2,3457034.0,813.0,8549.0,
1173,North Central Kansas Technical College,Beloit,KS,ncktc.edu,1,2,1,,0.0,18237.0,,7692.0,7692.0,0.7429,2,236155.0,457.0,13329.0,
1174,Northwest Kansas Technical College,Goodland,KS,nwktc.edu,1,2,1,,0.0,,18889.0,,,0.4028,2,989225.0,321.0,9430.0,
1175,Ottawa University-Ottawa,Ottawa,KS,ottawa.edu,3,4,2,0.6657,0.0,48695.0,,36780.0,36780.0,0.9333,1,3391930.0,786.0,,26214.0
1176,Ottawa University-Kansas City,Overland Park,KS,ottawa.edu,3,4,2,,0.0,,,,,0.6,1,1223928.0,283.0,,
1177,Pittsburg State University,Pittsburg,KS,pittstate.edu,3,4,1,0.9364,0.0,19036.0,,7744.0,19088.0,0.6674,1,87977312.0,4292.0,14255.0,
1178,Pratt Community College,Pratt,KS,prattcc.edu,1,2,1,,0.0,14453.0,,3808.0,4424.0,0.975,2,4927901.0,561.0,9601.0,
1179,University of Saint Mary,Leavenworth,KS,stmary.edu,3,4,2,0.8094,0.0,43137.0,,31630.0,31630.0,0.5809,1,16638542.0,791.0,,23619.0
1180,Salina Area Technical College,Salina,KS,salinatech.edu,1,2,1,,0.0,13279.0,,7460.0,7460.0,0.5306,2,345203.0,260.0,8906.0,
1181,Seward County Community College,Liberal,KS,sccc.edu,1,2,1,,0.0,11808.0,,3616.0,4832.0,0.5741,2,5966156.0,1071.0,6283.0,
1182,Southwestern College,Winfield,KS,sckans.edu,3,4,2,0.6913,0.0,48886.0,,34900.0,34900.0,1.0,1,25870997.0,1145.0,,25751.0
1183,Sterling College,Sterling,KS,sterling.edu,3,4,2,0.474,0.0,40641.0,,28500.0,28500.0,0.5714,1,13477584.0,599.0,,22309.0
1184,Tabor College,Hillsboro,KS,tabor.edu,3,4,2,0.5447,0.0,45134.0,,33400.0,33400.0,0.4795,1,11269303.0,555.0,,19888.0
1185,Washburn University,Topeka,KS,washburn.edu,3,4,1,,0.0,20634.0,,8872.0,19876.0,0.6356,1,170111833.0,3984.0,14194.0,
1186,Wichita State University-Campus of Applied Sciences and Technology,Wichita,KS,wsutech.edu,1,2,1,,0.0,15233.0,,5963.0,6875.0,0.2457,2,1302569.0,2305.0,10499.0,
1187,Wichita State University,Wichita,KS,wichita.edu,3,4,1,0.9106,0.0,20571.0,,8800.0,18165.0,0.6358,1,270511000.0,10466.0,14372.0,
1188,Wichita Technical Institute,Wichita,KS,wti.edu,1,2,3,,0.0,,22139.0,,,0.8,2,,1012.0,,17272.0
1189,Alice Lloyd College,Pippa Passes,KY,alc.edu,3,3,2,0.3582,0.0,27641.0,,14230.0,14230.0,0.7073,1,47589491.0,613.0,,16293.0
1190,Asbury University,Wilmore,KY,asbury.edu,3,4,2,0.7744,0.0,44043.0,,32652.0,32652.0,0.4301,1,53089226.0,1335.0,,23048.0
1191,Asbury Theological Seminary,Wilmore,KY,asburyseminary.edu,4,4,2,,0.0,,,,,1.0,1,149854352.0,,,
1192,Ashland Community and Technical College,Ashland,KY,ashland.kctcs.edu,1,2,1,,0.0,11970.0,,4488.0,15240.0,0.9583,2,,1665.0,4764.0,
1193,Barrett and Company School of Hair Design,Nicholasville,KY,barrett.edu,1,1,3,,0.0,,20466.0,,,,3,,27.0,,16812.0
1194,Bellarmine University,Louisville,KY,bellarmine.edu,3,4,2,0.855,0.0,57342.0,,44920.0,44920.0,0.4522,1,65588104.0,2356.0,,23443.0
1195,Berea College,Berea,KY,berea.edu,3,3,2,0.3301,0.0,55656.0,,43612.0,43612.0,0.868,1,1222167100.0,1454.0,,3442.0
1196,PJ's College of Cosmetology-Bowling Green,Bowling Green,KY,gotopjs.com,1,1,3,,0.0,,24288.0,,,,3,,275.0,,20878.0
1197,Southcentral Kentucky Community and Technical College,Bowling Green,KY,southcentral.kctcs.edu,1,2,1,,0.0,12827.0,,4488.0,15240.0,0.9541,2,,2830.0,5092.0,
1198,Brescia University,Owensboro,KY,brescia.edu,3,4,2,0.5313,0.0,37749.0,,26950.0,26950.0,0.4455,1,13465797.0,702.0,,13626.0
1199,Campbellsville University,Campbellsville,KY,campbellsville.edu,3,4,2,,0.0,40745.0,,25000.0,25000.0,0.417,1,29485694.0,2652.0,,23445.0
1200,Bluegrass Community and Technical College,Lexington,KY,bluegrass.kctcs.edu,1,2,1,,0.0,12292.0,,4568.0,15320.0,0.985,2,,7612.0,6145.0,
1201,Centre College,Danville,KY,centre.edu,3,3,2,0.6798,0.0,58601.0,,46000.0,46000.0,0.9735,1,327202228.0,1315.0,,20610.0
1202,Clear Creek Baptist Bible College,Pineville,KY,ccbbc.edu,3,3,2,,0.0,20332.0,,9860.0,9860.0,0.6875,1,21226218.0,105.0,,7911.0
1203,Paul Mitchell the School-Lexington,Lexington,KY,paulmitchell.edu/lexington,1,1,3,,0.0,,23626.0,,,,3,,195.0,,19787.0
1204,Galen College of Nursing-Louisville,Louisville,KY,galencollege.edu/louisville,3,3,3,,0.0,,,,,0.493,1,,3992.0,,
1205,University of the Cumberlands,Williamsburg,KY,ucumberlands.edu,3,4,2,0.8503,0.0,24319.0,,9875.0,9875.0,0.255,1,81471913.0,4379.0,,14654.0
1206,Eastern Kentucky University,Richmond,KY,eku.edu,3,4,1,0.9835,0.0,23395.0,,9752.0,20024.0,0.5962,1,69614653.0,10987.0,13821.0,
1207,Elizabethtown Community and Technical College,Elizabethtown,KY,elizabethtown.kctcs.edu,1,2,1,,0.0,12138.0,,4488.0,15240.0,0.9091,2,,3646.0,5163.0,
1208,Frontier Nursing University,Versailles,KY,frontier.edu,4,4,2,,1.0,,,,,0.953,1,22729789.0,,,
1209,Georgetown College,Georgetown,KY,georgetowncollege.edu,3,4,2,0.7453,0.0,54855.0,,41200.0,41200.0,0.5782,1,37088201.0,1228.0,,14853.0
1210,PJ's College of Cosmetology-Glasgow,Glasgow,KY,gotopjs.com,1,1,3,,0.0,,25255.0,,,,3,,45.0,,20240.0
1211,Hazard Community and Technical College,Hazard,KY,hazard.kctcs.edu,1,2,1,,0.0,11640.0,,4488.0,15240.0,0.9277,2,,1468.0,4112.0,
1212,Paul Mitchell the School-Louisville,Louisville,KY,louisville.paulmitchell.edu,1,1,3,,0.0,,22706.0,,,,3,,207.0,,19733.0
1213,Henderson Community College,Henderson,KY,henderson.kctcs.edu,1,2,1,,0.0,12214.0,,4488.0,15240.0,0.9474,2,,837.0,5199.0,
1214,Hopkinsville Community College,Hopkinsville,KY,hopkinsville.kctcs.edu/index.aspx,1,2,1,,0.0,12870.0,,4488.0,15240.0,0.9815,2,,1444.0,5687.0,
1215,Jefferson Community and Technical College,Louisville,KY,jefferson.kctcs.edu,1,2,1,,0.0,13019.0,,4568.0,15320.0,0.95,2,,7286.0,6568.0,
1216,Summit Salon Academy-Lexington,Lexington,KY,summitsalonacademy.org,1,1,3,,0.0,,18145.0,,,,3,,84.0,,12053.0
1217,American National University-Pikeville,Pikeville,KY,an.edu/locations,2,2,3,,0.0,23759.0,,10354.0,10354.0,,1,,210.0,,14732.0
1218,Kentucky Mountain Bible College,Jackson,KY,kmbc.edu,2,3,2,0.4821,0.0,15950.0,,9760.0,9760.0,0.4231,1,3652455.0,69.0,,12460.0
1219,Kentucky State University,Frankfort,KY,kysu.edu,3,4,1,0.652,0.0,17812.0,,9020.0,12870.0,0.6811,1,18155164.0,1660.0,7265.0,
1220,Kentucky Wesleyan College,Owensboro,KY,kwc.edu,3,3,2,0.6723,0.0,40639.0,,29660.0,29660.0,0.5543,1,34581109.0,774.0,,28242.0
1221,University of Kentucky,Lexington,KY,uky.edu,3,4,1,0.9401,0.0,30672.0,,12610.0,31608.0,0.8381,1,1365421938.0,21358.0,18268.0,
1222,Kentucky Christian University,Grayson,KY,kcu.edu,3,4,2,0.5768,0.0,35794.0,,22130.0,22130.0,0.2784,1,6533343.0,514.0,,23106.0
1223,Lexington Theological Seminary,Lexington,KY,lextheo.edu,4,4,2,,0.0,,,,,0.1579,1,40601503.0,,,
1224,Lindsey Wilson College,Columbia,KY,lindsey.edu,3,4,2,,0.0,38240.0,,25718.0,25718.0,0.6114,1,27982018.0,1713.0,,16538.0
1225,University of Louisville,Louisville,KY,louisville.edu,3,4,1,0.7469,0.0,28984.0,,12370.0,28716.0,0.5434,1,707458000.0,13815.0,17744.0,
1226,Louisville Presbyterian Theological Seminary,Louisville,KY,lpts.edu,4,4,2,,0.0,,,,,1.0,1,82681025.0,,,
1227,Madisonville Community College,Madisonville,KY,madisonville.kctcs.edu,1,2,1,,0.0,12645.0,,4488.0,15240.0,0.9884,2,,1817.0,6041.0,
1228,Maysville Community and Technical College,Maysville,KY,maysville.kctcs.edu,1,2,1,,0.0,11634.0,,4488.0,15240.0,0.9778,2,,1955.0,4740.0,
1229,Midway University,Midway,KY,midway.edu,3,4,2,0.7774,0.0,40816.0,,24850.0,24850.0,0.2612,1,28429654.0,1168.0,,23204.0
1230,Morehead State University,Morehead,KY,moreheadstate.edu,3,4,1,0.8983,0.0,20803.0,,9462.0,14106.0,0.7672,1,45109704.0,5210.0,10738.0,
1231,Murray State University,Murray,KY,murraystate.edu,3,4,1,0.8516,0.0,21358.0,,9252.0,18528.0,0.8731,1,92049217.0,6744.0,11226.0,
1232,Gateway Community and Technical College,Florence,KY,gateway.kctcs.edu/index.aspx,1,2,1,,0.0,12725.0,,4568.0,15320.0,0.9231,2,,2520.0,6083.0,
1233,Northern Kentucky University,Highland Heights,KY,nku.edu,3,4,1,0.8029,0.0,17112.0,,10392.0,20448.0,0.9748,1,100497000.0,8982.0,6575.0,
1234,West Kentucky Community and Technical College,Paducah,KY,westkentucky.kctcs.edu,1,2,1,,0.0,12658.0,,4488.0,15240.0,0.9756,2,,2961.0,5698.0,
1235,University of Pikeville,Pikeville,KY,upike.edu,3,4,2,,0.0,33927.0,,22650.0,22650.0,0.697,1,23599635.0,1001.0,,13814.0
1236,Big Sandy Community and Technical College,Prestonsburg,KY,bigsandy.kctcs.edu,1,2,1,,0.0,11933.0,,4488.0,15240.0,0.8614,2,,1690.0,4068.0,
1237,Empire Beauty School-Chenoweth,Louisville,KY,empire.edu,1,1,3,,0.0,,18762.0,,,,3,,100.0,,13284.0
1238,Empire Beauty School-Elizabethtown,Elizabethtown,KY,empire.edu,1,1,3,,0.0,,19935.0,,,,3,,125.0,,16162.0
1239,Empire Beauty School-Dixie,Louisville,KY,empire.edu,1,1,3,,0.0,,19147.0,,,,3,,87.0,,14243.0
1240,Empire Beauty School-Florence,Florence,KY,empire.edu,1,1,3,,0.0,,19671.0,,,,3,,111.0,,16152.0
1241,Somerset Community College,Somerset,KY,somerset.kctcs.edu,1,2,1,,0.0,11873.0,,4488.0,15240.0,0.9605,2,,3382.0,4361.0,
1242,Southeast Kentucky Community & Technical College,Cumberland,KY,southeast.kctcs.edu,1,2,1,,0.0,11825.0,,4488.0,15240.0,1.0,2,,1381.0,3790.0,
1243,The Southern Baptist Theological Seminary,Louisville,KY,sbts.edu,3,4,2,0.8028,0.0,,,11896.0,11896.0,1.0,1,95523692.0,853.0,,
1244,Spalding University,Louisville,KY,spalding.edu,3,4,2,0.8978,0.0,40042.0,,26550.0,26550.0,0.6084,1,20916319.0,683.0,,22977.0
1245,Sullivan University,Louisville,KY,sullivan.edu,2,4,3,,0.0,28886.0,,13500.0,13500.0,0.4388,1,,2060.0,,23171.0
1246,Thomas More University,Crestview Hills,KY,thomasmore.edu,3,4,2,0.9643,0.0,43452.0,,34760.0,34760.0,0.4798,1,28354894.0,1446.0,,19025.0
1247,Transylvania University,Lexington,KY,transy.edu,3,3,2,0.9197,0.0,55219.0,,42520.0,42520.0,0.7295,1,190196979.0,970.0,,24489.0
1248,Union College,Barbourville,KY,unionky.edu,3,4,2,0.5643,0.0,39252.0,,28889.0,28889.0,1.0,1,23482391.0,776.0,,21504.0
1249,Western Kentucky University,Bowling Green,KY,wku.edu,3,4,1,0.9848,0.0,22140.0,,10992.0,27000.0,0.6954,1,16289113.0,12526.0,11691.0,
1250,Central Louisiana Technical Community College,Alexandria,LA,cltcc.edu,1,2,1,,0.0,12986.0,,4099.0,4099.0,0.6154,2,290136.0,1364.0,7641.0,
1251,Ayers Career College,Shreveport,LA,ayers.edu,1,1,3,,0.0,,30010.0,,,,3,,161.0,,24096.0
1252,Baton Rouge General Medical Center School of Nursing & School of Radiologic Technology,Baton Rouge,LA,brgeneral.org/medical-education/school-of-nursing/ OR school of radiologic technology,1,1,2,,0.0,,,,,,2,,110.0,,
1253,Baton Rouge School of Computers,Baton Rouge,LA,brsc.edu,1,2,3,,0.0,,23472.0,,,,2,,48.0,,18708.0
1254,Bossier Parish Community College,Bossier City,LA,bpcc.edu,1,2,1,,0.0,15630.0,,4284.0,4284.0,0.6812,2,1100000.0,5104.0,9981.0,
1255,Centenary College of Louisiana,Shreveport,LA,centenary.edu,3,4,2,0.6313,0.0,56169.0,,38060.0,38060.0,0.6667,1,122100603.0,514.0,,29008.0
1256,Cloyd's Beauty School 1 Inc,West Monroe,LA,cloydsbeautyschools.edu,1,1,3,,0.0,,6510.0,,,,3,,57.0,,2856.0
1257,Crescent City Bartending School,New Orleans,LA,crescent.edu,1,1,3,,0.0,,20648.0,,,,3,,475.0,,15828.0
1258,Delgado Community College,New Orleans,LA,dcc.edu,1,2,1,,0.0,13538.0,,3976.0,3976.0,0.3593,2,3814045.0,11287.0,6942.0,
1259,Avery James College,Lake Charles,LA,averyjamesschool.com,1,1,3,,0.0,,20645.0,,,,3,,47.0,,17357.0
1260,Denham Springs Beauty School,Denham Springs,LA,dsbeautyschool.org,1,1,3,,0.0,,15276.0,,,,3,,60.0,,10718.0
1261,Dillard University,New Orleans,LA,dillard.edu,3,3,2,0.5522,0.0,33507.0,,19284.0,19284.0,0.5809,1,92023574.0,1200.0,,18901.0
1262,Nunez Community College,Chalmette,LA,nunez.edu,1,2,1,,0.0,14957.0,,4255.0,4255.0,0.4365,2,1280200.0,1506.0,9625.0,
1263,Grambling State University,Grambling,LA,gram.edu,3,4,1,0.7246,0.0,24135.0,,7683.0,16706.0,0.9214,1,7618350.0,4405.0,17157.0,
1264,Guy's Shreveport Academy of Cosmetology Inc,Shreveport,LA,guysacademy.com,1,1,3,,0.0,,26657.0,,,,3,,17.0,,23777.0
1265,ITI Technical College,Baton Rouge,LA,iticollege.edu,2,2,3,,0.0,23684.0,,11156.0,11156.0,0.2353,2,,555.0,,19255.0
1266,John Jay Beauty College,Kenner,LA,johnjaybeautycollege.com,1,1,3,,0.0,,11820.0,,,,3,,102.0,,6541.0
1267,Louisiana State University Health Sciences Center-New Orleans,New Orleans,LA,lsuhsc.edu,3,4,1,,0.0,,,,,0.7219,1,34139449.0,893.0,,
1268,Louisiana State University-Alexandria,Alexandria,LA,lsua.edu,3,3,1,0.5829,0.0,14397.0,,6884.0,14024.0,0.5988,1,18694537.0,3176.0,7166.0,
1269,Louisiana State University and Agricultural & Mechanical College,Baton Rouge,LA,lsu.edu,3,4,1,0.7086,0.0,33592.0,,11958.0,28635.0,0.8947,1,570557229.0,26455.0,18300.0,
1270,Louisiana State University-Eunice,Eunice,LA,lsue.edu,2,2,1,,0.0,16113.0,,4730.0,10094.0,0.542,2,2372696.0,2528.0,9936.0,
1271,Louisiana State University-Shreveport,Shreveport,LA,lsus.edu,3,4,1,0.9073,0.0,19291.0,,7327.0,20481.0,0.6873,1,22872674.0,2196.0,8536.0,
1272,Aveda Arts & Sciences Institute-Baton Rouge,Baton Rouge,LA,avedaarts.edu,1,1,3,,0.0,,26582.0,,,,3,,184.0,,21525.0
1273,Aveda Arts & Sciences Institute-Lafayette,Lafayette,LA,avedaarts.edu,1,1,3,,0.0,,,,,,3,,193.0,,
1274,Louisiana Academy of Beauty,Eunice,LA,louisianaacademyofbeauty.com,1,1,3,,0.0,,16091.0,,,,3,,32.0,,11395.0
1275,Louisiana Christian University,Pineville,LA,lcuniversity.edu,3,4,2,0.7609,0.0,28362.0,,17950.0,17950.0,0.6239,1,39702379.0,869.0,,15351.0
1276,Opelousas School of Cosmetology,Opelousas,LA,opelousascosmetology.com,1,1,3,,0.0,,28229.0,,,,3,,38.0,,25234.0
1277,Louisiana Tech University,Ruston,LA,latech.edu,3,4,1,0.6583,0.0,23174.0,,10065.0,16806.0,0.6395,1,51197966.0,7785.0,12065.0,
1278,Loyola University New Orleans,New Orleans,LA,loyno.edu,3,4,2,0.7827,0.0,57177.0,,43498.0,43498.0,0.5717,1,222403126.0,3230.0,,22123.0
1279,McNeese State University,Lake Charles,LA,mcneese.edu,3,4,1,0.6876,0.0,21296.0,,8380.0,16418.0,1.0,1,19886928.0,5202.0,10161.0,
1280,University of New Orleans,New Orleans,LA,new.uno.edu,3,4,1,0.8058,0.0,21169.0,,9072.0,13908.0,0.6443,1,22082152.0,5629.0,11548.0,
1281,New Orleans Baptist Theological Seminary,New Orleans,LA,nobts.edu,3,4,2,,0.0,,,9760.0,9760.0,1.0,1,66973406.0,792.0,,
1282,Nicholls State University,Thibodaux,LA,nicholls.edu,3,4,1,0.9719,0.0,21100.0,,7946.0,9039.0,1.0,1,17586640.0,5181.0,13466.0,
1283,University of Louisiana at Monroe,Monroe,LA,ulm.edu,3,4,1,0.6989,0.0,21829.0,,9058.0,21158.0,0.7559,1,33600897.0,5376.0,10950.0,
1284,Northwest Louisiana Technical Community College,Minden,LA,nltcc.edu,1,2,1,,0.0,16880.0,,4109.0,4109.0,0.5526,2,,779.0,10281.0,
1285,Northwestern State University of Louisiana,Natchitoches,LA,nsula.edu,3,4,1,0.9628,0.0,23156.0,,8672.0,19460.0,0.6046,1,16383818.0,7513.0,14657.0,
1286,University of Holy Cross,New Orleans,LA,uhcno.edu,3,4,2,0.75,0.0,23846.0,,15280.0,15280.0,0.5068,1,26938918.0,530.0,,16353.0
1287,Franciscan Missionaries of Our Lady University,Baton Rouge,LA,franu.edu,3,4,2,0.5453,0.0,25808.0,,14938.0,14938.0,1.0,1,11613752.0,906.0,,15545.0
